algorithmName,terrainType,randomSeed,boardSize,numObjects,collectedDamon,returnedHome,objectsCollected,stepsTaken,runtime,estimationNoise,startingBattery,usedBattery,,,,,,,,,,,,,,,,
Ants,Pure Random,4.52678E+18,32,5,true,false,1,86,5310840300,0.1,12.8,12.78758171,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.30748E+18,32,5,false,true,0,33,2743839000,0.1,6.4,5.193985002,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.30748E+18,32,5,false,false,0,45,38600,0.1,6.4,6.363226172,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.30748E+18,32,5,false,false,0,42,1971149000,0.1,6.4,6.32068412,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.64381E+18,32,5,true,true,5,113,7332218800,0.2,102.4,23.69435499,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.64381E+18,32,5,true,true,5,197,161700,0.2,102.4,36.50019326,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.64381E+18,32,5,true,true,5,365,30078145500,0.2,102.4,62.53335652,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.8243E+18,32,5,true,true,5,177,11755875300,0.2,51.2,37.5753511,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.8243E+18,32,5,false,false,0,308,320400,0.2,51.2,50.91801109,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.8243E+18,32,5,true,false,2,267,16284814300,0.2,51.2,51.03699228,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.40356E+18,32,5,true,true,2,133,8698368500,0.2,25.6,24.46252494,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.40356E+18,32,5,true,true,1,69,71800,0.2,25.6,11.70716132,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.40356E+18,32,5,true,false,3,142,7985513100,0.2,25.6,25.53834295,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.76177E+17,32,5,true,true,1,63,5007166900,0.2,12.8,11.75286105,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.76177E+17,32,5,false,false,0,89,66500,0.2,12.8,12.68732339,,,,,,,,,,,,,,,,
Ants,Pure Random,8.76177E+17,32,5,true,false,1,63,3759123800,0.2,12.8,12.7647024,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.90595E+18,32,5,false,true,0,29,1360872600,0.2,6.4,5.689293378,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.90595E+18,32,5,false,false,0,37,17900,0.2,6.4,6.142846879,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.90595E+18,32,5,false,false,0,33,1450253900,0.2,6.4,6.308463718,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.13872E+18,32,5,true,true,5,239,14423742800,0.3,102.4,50.98234027,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.13872E+18,32,5,true,true,2,549,308600,0.3,102.4,89.45981127,,,,,,,,,,,,,,,,
Ants,Pure Random,5.13872E+18,32,5,true,true,5,339,23787885400,0.3,102.4,71.62680068,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.40096E+18,32,5,true,true,5,145,8148107900,0.3,51.2,30.34545411,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.40096E+18,32,5,true,true,4,209,170800,0.3,51.2,37.49666774,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.40096E+18,32,5,true,true,5,219,16547293700,0.3,51.2,41.01667641,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.74229E+18,32,5,true,true,1,111,4587898200,0.3,25.6,24.49398138,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.74229E+18,32,5,false,false,0,154,83000,0.3,25.6,25.37644217,,,,,,,,,,,,,,,,
Ants,Pure Random,8.74229E+18,32,5,true,false,1,120,6414083900,0.3,25.6,25.37960494,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.23092E+18,32,5,true,true,0,57,2325597700,0.3,12.8,10.56530657,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.23092E+18,32,5,false,false,0,83,32300,0.3,12.8,12.6915517,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.23092E+18,32,5,true,false,2,64,3562324400,0.3,12.8,12.71983746,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.90471E+18,32,5,false,true,1,27,1772990400,0.3,6.4,5.38486763,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.90471E+18,32,5,false,false,0,43,20500,0.3,6.4,6.346089732,,,,,,,,,,,,,,,,
Ants,Pure Random,8.90471E+18,32,5,true,false,0,37,1843905100,0.3,6.4,6.373408413,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.00224E+18,32,5,true,true,5,225,10941039100,0.4,102.4,46.2805489,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.00224E+18,32,5,false,false,0,560,466500,0.4,102.4,102.28356,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.00224E+18,32,5,true,false,5,523,32026530500,0.4,102.4,102.2480065,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.86227E+18,32,5,true,true,5,165,8512782700,0.4,51.2,37.8038792,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.86227E+18,32,5,true,true,3,195,135900,0.4,51.2,37.94875275,,,,,,,,,,,,,,,,
Ants,Pure Random,5.86227E+18,32,5,true,false,3,245,15879344400,0.4,51.2,51.19467069,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.52444E+18,32,5,true,true,3,109,6077438100,0.4,25.6,24.15214742,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.52444E+18,32,5,true,true,2,71,44700,0.4,25.6,13.43041047,,,,,,,,,,,,,,,,
Ants,Pure Random,1.52444E+18,32,5,true,false,1,124,6686005700,0.4,25.6,25.58078579,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.41485E+18,32,5,false,true,1,53,2853001000,0.4,12.8,11.32643372,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.41485E+18,32,5,false,false,0,83,54400,0.4,12.8,12.47612847,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.41485E+18,32,5,false,false,2,66,3497489400,0.4,12.8,12.75450931,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.21872E+18,32,5,true,true,1,27,3597635700,0.4,6.4,6.150882693,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.21872E+18,32,5,false,false,0,33,24300,0.4,6.4,6.245484222,,,,,,,,,,,,,,,,
Ants,Pure Random,5.21872E+18,32,5,true,false,0,21,1297605500,0.4,6.4,6.245329173,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.93744E+18,32,5,true,true,5,131,6961867400,0.5,102.4,31.18131577,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.93744E+18,32,5,true,true,5,145,89100,0.5,102.4,28.98050947,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.93744E+18,32,5,true,true,5,393,36521808800,0.5,102.4,82.50818351,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.19766E+18,32,5,true,true,4,213,9222232500,0.5,51.2,49.0230829,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.19766E+18,32,5,false,false,0,374,279000,0.5,51.2,51.18234269,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.19766E+18,32,5,true,false,3,272,13886386200,0.5,51.2,51.08532619,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.20659E+18,32,5,true,true,3,115,5810216400,0.5,25.6,24.04002494,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.20659E+18,32,5,true,true,0,93,74200,0.5,25.6,15.40024175,,,,,,,,,,,,,,,,
Ants,Pure Random,4.20659E+18,32,5,true,false,0,126,5515531100,0.5,25.6,25.52033141,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.65967E+18,32,5,false,true,0,49,2460526500,0.5,12.8,9.505031116,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.65967E+18,32,5,false,false,0,54,22800,0.5,12.8,12.71867692,,,,,,,,,,,,,,,,
Ants,Pure Random,5.65967E+18,32,5,false,false,1,60,2804109500,0.5,12.8,12.74974703,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.2975E+18,32,5,false,true,0,31,1703524400,0.5,6.4,6.153256493,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.2975E+18,32,5,false,true,0,29,13000,0.5,6.4,6.320617519,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.2975E+18,32,5,false,false,0,23,1251941800,0.5,6.4,6.336307022,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.77393E+17,32,5,true,true,5,211,10020912900,0.6,102.4,48.07297329,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.77393E+17,32,5,true,true,4,471,314200,0.6,102.4,91.13462519,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.77393E+17,32,5,true,true,5,451,43670533300,0.6,102.4,96.5238585,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.76572E+18,32,5,true,true,5,185,21271952800,0.6,51.2,44.57668273,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.76572E+18,32,5,true,true,4,195,251900,0.6,51.2,39.75061231,,,,,,,,,,,,,,,,
Ants,Pure Random,4.76572E+18,32,5,true,false,3,247,17331208900,0.6,51.2,51.16839575,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.20537E+18,32,5,true,true,2,113,6204357600,0.6,25.6,25.10063938,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.20537E+18,32,5,true,true,1,73,54300,0.6,25.6,13.7541242,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.20537E+18,32,5,true,false,3,124,7139444000,0.6,25.6,25.56306304,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.97035E+18,32,5,false,true,0,55,2526390300,0.6,12.8,10.83091395,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.97035E+18,32,5,false,false,0,82,60300,0.6,12.8,12.56770222,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.97035E+18,32,5,false,false,0,58,2686209400,0.6,12.8,12.60845727,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.61901E+18,32,5,false,true,1,23,1919020900,0.6,6.4,5.044646664,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.61901E+18,32,5,false,false,0,41,18700,0.6,6.4,6.382474,,,,,,,,,,,,,,,,
Ants,Pure Random,4.61901E+18,32,5,false,false,1,26,1265796100,0.6,6.4,6.343226971,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.81393E+18,32,3,true,true,3,209,5948441100,0,102.4,38.69184,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.81393E+18,32,3,true,true,2,439,375400,0,102.4,89.83664272,,,,,,,,,,,,,,,,
Ants,Pure Random,4.81393E+18,32,3,true,true,3,623,52960773500,0,102.4,96.91482768,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.88227E+18,32,3,true,true,3,97,3635857900,0,51.2,19.22740994,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.88227E+18,32,3,true,true,3,163,141900,0,51.2,34.3513128,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.88227E+18,32,3,true,true,3,115,14357852400,0,51.2,19.17996169,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.02686E+18,32,3,true,true,3,87,3551697800,0,25.6,15.46816577,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.02686E+18,32,3,true,true,2,69,46600,0,25.6,13.87975924,,,,,,,,,,,,,,,,
Ants,Pure Random,5.02686E+18,32,3,true,true,3,133,10676452200,0,25.6,21.09379384,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.3806E+18,32,3,true,true,1,71,2552242900,0,12.8,11.80634578,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.3806E+18,32,3,false,false,0,119,53800,0,12.8,12.66164508,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.3806E+18,32,3,false,false,0,104,4253589400,0,12.8,12.78838266,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.7044E+18,32,3,false,true,1,39,2270339100,0,6.4,5.953322319,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.7044E+18,32,3,false,false,0,35,14900,0,6.4,6.247049708,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.7044E+18,32,3,false,false,1,46,2545287600,0,6.4,6.348817136,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.97886E+18,32,3,true,true,3,137,4928108200,0.1,102.4,28.5398773,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.97886E+18,32,3,false,false,0,564,376500,0.1,102.4,102.2554711,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.97886E+18,32,3,true,true,3,471,39143561500,0.1,102.4,82.56081896,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.4209E+18,32,3,true,true,3,137,6968984400,0.1,51.2,28.5865128,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.4209E+18,32,3,true,true,3,163,106600,0.1,51.2,32.01279833,,,,,,,,,,,,,,,,
Ants,Pure Random,1.4209E+18,32,3,true,false,3,309,16954675800,0.1,51.2,51.19962456,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.77369E+18,32,3,true,true,1,151,5826334500,0.1,25.6,25.39129009,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.77369E+18,32,3,false,false,0,149,106100,0.1,25.6,25.41097653,,,,,,,,,,,,,,,,
Ants,Pure Random,5.77369E+18,32,3,true,false,1,163,7736739900,0.1,25.6,25.34440728,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,3.11417E+18,32,3,true,true,0,63,2251228800,0.1,12.8,11.64602499,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,3.11417E+18,32,3,false,false,0,72,31000,0.1,12.8,12.77304008,,,,,,,,,,,,,,,,
Ants,Pure Random,3.11417E+18,32,3,false,false,0,83,3741514300,0.1,12.8,12.74789326,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.45344E+18,32,3,true,true,0,29,1198054200,0.1,6.4,5.631736276,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.45344E+18,32,3,false,false,0,50,20600,0.1,6.4,6.175328781,,,,,,,,,,,,,,,,
Ants,Pure Random,1.45344E+18,32,3,true,false,0,34,1491011300,0.1,6.4,6.366703741,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.02065E+18,32,3,true,true,3,103,4110788500,0.2,102.4,19.54853922,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.02065E+18,32,3,true,false,2,661,372600,0.2,102.4,102.3368697,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.02065E+18,32,3,true,true,3,239,13971840500,0.2,102.4,40.36014247,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.99046E+18,32,3,true,true,3,93,3167421000,0.2,51.2,19.80725727,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.99046E+18,32,3,true,true,3,123,101100,0.2,51.2,26.81702594,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.99046E+18,32,3,true,false,2,281,14774487000,0.2,51.2,51.15549498,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.15195E+18,32,3,true,true,1,97,2682614700,0.2,25.6,22.28946596,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.15195E+18,32,3,false,false,0,198,105900,0.2,25.6,25.59679968,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.15195E+18,32,3,true,false,1,147,8391500000,0.2,25.6,25.55871444,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.42829E+18,32,3,true,true,2,53,1940307200,0.2,12.8,10.12245725,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.42829E+18,32,3,false,false,0,85,53500,0.2,12.8,12.59269608,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.42829E+18,32,3,true,false,1,64,3437264500,0.2,12.8,12.50570187,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.3689E+18,32,3,false,true,0,25,775569500,0.2,6.4,5.581345637,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.3689E+18,32,3,false,false,0,31,14200,0.2,6.4,6.295708353,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.3689E+18,32,3,false,false,0,45,1864371000,0.2,6.4,6.30224915,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.06687E+18,32,3,true,true,3,121,4044231700,0.3,102.4,27.9913075,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.06687E+18,32,3,false,false,0,509,298400,0.3,102.4,102.377063,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.06687E+18,32,3,true,true,3,259,25049250500,0.3,102.4,51.98115737,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.70784E+18,32,3,true,true,3,71,4136659400,0.3,51.2,13.98191851,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.70784E+18,32,3,true,true,1,31,41900,0.3,51.2,5.551704985,,,,,,,,,,,,,,,,
Ants,Pure Random,6.70784E+18,32,3,true,true,3,129,12238995400,0.3,51.2,25.09306864,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.04824E+18,32,3,true,true,3,97,4407262700,0.3,25.6,19.47312202,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.04824E+18,32,3,true,true,1,71,50100,0.3,25.6,12.782211,,,,,,,,,,,,,,,,
Ants,Pure Random,7.04824E+18,32,3,true,false,1,147,7430341000,0.3,25.6,25.37881254,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.55565E+18,32,3,true,true,2,59,2257600600,0.3,12.8,12.11583682,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.55565E+18,32,3,false,false,0,60,23600,0.3,12.8,12.73495734,,,,,,,,,,,,,,,,
Ants,Pure Random,6.55565E+18,32,3,true,false,1,58,2797070800,0.3,12.8,12.72443419,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.86499E+18,32,3,false,true,0,23,753980100,0.3,6.4,5.589045191,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.86499E+18,32,3,false,false,0,50,23200,0.3,6.4,6.371200883,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.86499E+18,32,3,false,false,0,33,1538499600,0.3,6.4,6.334525286,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.11938E+18,32,3,true,true,3,131,3822649600,0.4,102.4,30.99865844,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.11938E+18,32,3,true,true,3,111,76200,0.4,102.4,23.13150807,,,,,,,,,,,,,,,,
Ants,Pure Random,6.11938E+18,32,3,true,true,3,299,22913558300,0.4,102.4,62.44656417,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.56449E+18,32,3,true,true,3,115,3631672600,0.4,51.2,24.77492781,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.56449E+18,32,3,true,true,1,201,526100,0.4,51.2,38.61835154,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.56449E+18,32,3,true,false,2,254,14256621900,0.4,51.2,51.13613618,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.60543E+18,32,3,true,false,1,132,4218117800,0.4,25.6,25.13776314,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.60543E+18,32,3,false,false,0,144,78100,0.4,25.6,25.55315051,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.60543E+18,32,3,true,false,1,134,6222739800,0.4,25.6,25.42602231,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.65071E+18,32,3,true,true,1,53,2659540200,0.4,12.8,11.69501722,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.65071E+18,32,3,false,false,0,87,43600,0.4,12.8,12.46517201,,,,,,,,,,,,,,,,
