"algorithmName","terrainType","randomSeed","boardSize","numObjects","collectedDamon","returnedHome","objectsCollected","stepsTaken","runtime","estimationNoise","startingBattery","usedBattery"
"Ants","Pure Random",4485114272801904281,48,5,true,false,0,130,10803169200,0.4,28.8,28.65846331187089,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",8132765577525317368,48,5,false,true,0,61,5470509000,0.4,14.4,13.25303675262892,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",8132765577525317368,48,5,false,false,0,184,71600,0.4,14.4,14.3460500438242
"Ants","Pure Random",8132765577525317368,48,5,false,false,0,72,4892446900,0.4,14.4,14.277605936266104,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",2788102674210582294,48,5,true,true,5,249,21997545400,0.5,230.4,59.501933854425005,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",2788102674210582294,48,5,false,false,0,1236,1952300,0.5,230.4,230.15324305355335
"Ants","Pure Random",2788102674210582294,48,5,true,true,5,869,129674080500,0.5,230.4,185.14085361937137,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",6060474221147969190,48,5,true,true,5,253,35722934900,0.5,115.2,58.573363849155335,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",6060474221147969190,48,5,true,true,4,553,429300,0.5,115.2,92.53672714842705
"Ants","Pure Random",6060474221147969190,48,5,true,true,5,461,51013917300,0.5,115.2,97.19501782205198,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
